areaType,areaName,areaCode,date,newCasesBySpecimenDate,cumCasesBySpecimenDate
overview,United Kingdom,K02000001,2020-04-29,5425,171736
overview,United Kingdom,K02000001,2020-04-28,4714,166311
overview,United Kingdom,K02000001,2020-04-27,4703,161597
overview,United Kingdom,K02000001,2020-04-26,3468,156894
overview,United Kingdom,K02000001,2020-04-25,3741,153426
overview,United Kingdom,K02000001,2020-04-24,4949,149685
overview,United Kingdom,K02000001,2020-04-23,5144,144736
overview,United Kingdom,K02000001,2020-04-22,5479,139592
overview,United Kingdom,K02000001,2020-04-21,4763,134113
overview,United Kingdom,K02000001,2020-04-20,4411,129350
overview,United Kingdom,K02000001,2020-04-19,3851,124939
overview,United Kingdom,K02000001,2020-04-18,4700,121088
overview,United Kingdom,K02000001,2020-04-17,4938,116388
overview,United Kingdom,K02000001,2020-04-16,5271,111450
overview,United Kingdom,K02000001,2020-04-15,5044,106179
overview,United Kingdom,K02000001,2020-04-14,4298,101135
overview,United Kingdom,K02000001,2020-04-13,4163,96837
overview,United Kingdom,K02000001,2020-04-12,3478,92674
overview,United Kingdom,K02000001,2020-04-11,3556,89196
overview,United Kingdom,K02000001,2020-04-10,4311,85640
overview,United Kingdom,K02000001,2020-04-09,4855,81329
overview,United Kingdom,K02000001,2020-04-08,5112,76474
overview,United Kingdom,K02000001,2020-04-07,5436,71362
overview,United Kingdom,K02000001,2020-04-06,5257,65926
overview,United Kingdom,K02000001,2020-04-05,3583,60669
overview,United Kingdom,K02000001,2020-04-04,4007,57086
overview,United Kingdom,K02000001,2020-04-03,4890,53079
overview,United Kingdom,K02000001,2020-04-02,4854,48189
overview,United Kingdom,K02000001,2020-04-01,4935,43335
overview,United Kingdom,K02000001,2020-03-31,4514,38400
overview,United Kingdom,K02000001,2020-03-30,4259,33886
overview,United Kingdom,K02000001,2020-03-29,2854,29627
overview,United Kingdom,K02000001,2020-03-28,2814,26773
overview,United Kingdom,K02000001,2020-03-27,3184,23959
overview,United Kingdom,K02000001,2020-03-26,3081,20775
overview,United Kingdom,K02000001,2020-03-25,2688,17694
overview,United Kingdom,K02000001,2020-03-24,2371,15006
overview,United Kingdom,K02000001,2020-03-23,2324,12635
overview,United Kingdom,K02000001,2020-03-22,1373,10311
overview,United Kingdom,K02000001,2020-03-21,1193,8938
overview,United Kingdom,K02000001,2020-03-20,1257,7745
overview,United Kingdom,K02000001,2020-03-19,1049,6488
overview,United Kingdom,K02000001,2020-03-18,991,5439
overview,United Kingdom,K02000001,2020-03-17,788,4448
overview,United Kingdom,K02000001,2020-03-16,603,3660
overview,United Kingdom,K02000001,2020-03-15,441,3057
overview,United Kingdom,K02000001,2020-03-14,362,2616
overview,United Kingdom,K02000001,2020-03-13,480,2254
overview,United Kingdom,K02000001,2020-03-12,482,1774
overview,United Kingdom,K02000001,2020-03-11,402,1292
overview,United Kingdom,K02000001,2020-03-10,266,890
overview,United Kingdom,K02000001,2020-03-09,147,624
overview,United Kingdom,K02000001,2020-03-08,57,477
overview,United Kingdom,K02000001,2020-03-07,68,420
overview,United Kingdom,K02000001,2020-03-06,81,352
overview,United Kingdom,K02000001,2020-03-05,50,271
overview,United Kingdom,K02000001,2020-03-04,56,221
overview,United Kingdom,K02000001,2020-03-03,57,165
overview,United Kingdom,K02000001,2020-03-02,39,108
overview,United Kingdom,K02000001,2020-03-01,22,69
